site_ref,job,suffix,item,description,oper_num,sequence,Material,MaterialDescription,matl_qty,qty_issued
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,30,NE041004A0,M4x10 P=1 +PAN HEAD (trivalent),1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,31,RG00900200,SUMI TUBE TYPE F2(Z) D9 BLACK 50m/ROLL,0.04000000,24.96000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,32,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,33,SWB0204010,HP-80 SWITCH BLOCK (UL),1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,34,NE041505A0-B,M4x15 P=2 +PAN HEAD LONG DOG POINT (triv,4.00000000,2496.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,35,NT04090410,NUT M4 typeII (trivalent),4.00000000,2496.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,36,RC03220200,INSULATION WIRE AWG18 BLACK (305),0.09500000,59.28000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,37,RC03220100,INSULATION WIRE AWG18 WHITE (305),0.10500000,65.52000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,38,HU08010027-04A,"xx)co)HP-80 UPPER HOUSING (M6,D4.8, gree",1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,39,LV08005300-00A,USER LOGO LABEL for Wholesale Septic Sup,1.00000000,625.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,40,FI08000150,80HP FILTER t14 PS/400,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,41,NE06300270,FE ±BINDING M6x30 Doluflake+Maiko paint,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,42,QN08000210-03,co)80HP SOUND ABSORBING NET FUJIRON5000Q,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,43,NE052010A4-B,M5X20 P=3 HEXAGON BLACK (trivalent),4.00000000,2496.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,44,LV08021312-00A,HP-80 UL LABEL,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,45,LV00510730,DATE CODE,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,46,FCB8002100,80HP FILTER COVER A'ssy (ABS) w/ BUSH an,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,47,KAB4000820,HP ENGLISH MANUAL w/o HIBLOW SET w/ SP-S,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,48,JHB1826501,L-HOSE SET (60),1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,49,NZB030225P,HP NOZZLE 10-32 UNF BLOCK w/ O-ring & Ma,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,50,DB08004430-01,HP-80 HIBLOW ARROW BOX,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,51,DB04002622-01,HP-30~80 SIDE PAD,2.00000000,1248.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,52,DB08004501-01,HP-80 UPPER PAD,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,53,DB08004403,HP-80 BOTTOM PAD,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,54,AC19001200-01B,RATING LABEL 61x41(BLANK),1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,55,LV08061010-00,HIBLOW LABEL for USA BOX,1.00000000,624.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,1,FM03270905-01,80HP FRAME ZAM w/ M4 TAP 15.8,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,2,NE047001A0,M4X70 FE,6.00000000,1872.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,3,CG00300401-01,co)HP FRAME LEAD BUSHING D13,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,4,DK00600300-01,co)V.C.R. TYPE B2,4.00000000,1248.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,5,SR08051701,SPACER 8-5-17 (HP-80),6.00000000,1872.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,6,EM1660314P,80HP EM0.65*1010T 2P,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,7,EM1660315P,80HP EM0.65*1010T P3P,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,8,NT04090410,NUT M4 typeII (trivalent),6.00000000,1872.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,9,DFB6602001,HP-80 DF BLOCK,2.00000000,624.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,10,WA04090110-B,M4xD10x0.8 PLAIN WASHER (trivalent) (P),2.00000000,624.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,11,NT04090340-B,M4 LEAD LOCK NUT (trivalent) (P),2.00000000,624.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,12,RDB4600400,80HP MAGNETIZED FERRITE ROD,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,13,CSB6401012,HP-60/80 CASING BLOCK,2.00000000,624.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,14,NE042005A0,M4X20 P=2 (trivalent),8.00000000,2496.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,15,NI08070125-01,80HP PARTITION BOARD ZAM w/Earth mark,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,16,CG00900100-02,120HP LEAD BUSHING D9 EPT,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,17,LK14000200,xx)co)80HP L-TUBE Hs60,2.00000000,624.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,18,HB0179010P-01,HP-60~200 HOSE CLIP 17.5mm for L-TUBE (P,2.00000000,624.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,19,NP03000800-09,xx)co)80HP PARTITION GASKET,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,20,NE051210A1,M5X12 HEXAGON w/SMALL WASHER (trivalent),6.00000000,1872.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,21,ECB750300MC,POWER CORD A'ssy Type C GROUND WIRE sepa,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,22,HS08010007-04,"xx)co)HP-60/80 LOWER HOUSING (STD, green",1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,23,GK02000110,co)RUBBER FOOT 20x5.5x12 EPT Hs40,4.00000000,1248.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,24,NT05000200,CS PUSH NUT M5,4.00000000,1248.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,25,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,26,SWB0304010,HP-60/80/150/200/LL SR SWITCH A UL/CE,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,27,NE04081941-B,M4X8 P=3 BS EARTH SCREW,3.00000000,936.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,28,NE041214A0,M4x12 DELTA PT +BINDING HEAD (stainless,4.00000000,1248.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,29,FCB8002100,80HP FILTER COVER A'ssy (ABS) w/ BUSH an,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,30,JH00701000,SILICONE RUBBER TUBE D10-7 100m/ROLL,0.01000000,3.12000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,31,NE06300930,M6x30 +TRUSS HEAD SUS,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,32,HU08010027-04A,"xx)co)HP-80 UPPER HOUSING (M6,D4.8, gree",1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,33,JHB1826501,L-HOSE SET (60),1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,34,KAB8001722,HP RUSSIA CE MANUAL SET SR w/EAC,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,35,QN08000210-03,co)80HP SOUND ABSORBING NET FUJIRON5000Q,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,36,FI08000150,80HP FILTER t14 PS/400,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,37,DB04002622-01,HP-30~80 SIDE PAD,2.00000000,624.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,38,NE052010A4-B,M5X20 P=3 HEXAGON BLACK (trivalent),4.00000000,1248.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,39,LV00610500,xx)co)WARNING LABEL (RED),1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,40,AC20001300-01,xx)co)RATING LABEL (CE),1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,41,LV08009200,HP-80 TTC LABEL,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,42,DB08004560,co)HP-80 BOX(ENGLISH BOX),1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,43,DB08004501-01,HP-80 UPPER PAD,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,44,DB08004403,HP-80 BOTTOM PAD,1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,45,AC19001200-01B,RATING LABEL 61x41(BLANK),1.00000000,312.00000000
HPI,3J00000278,1,80HP40074P,HP-80-S6003,10,46,AC19001200-01B,RATING LABEL 61x41(BLANK),4.00000000,1248.00000000
HPI,3J00000287,1,PHPJH0003P,L-HOSE 40° PARTS SET,10,1,JH01802651,xx)co)80HP L-HOSE D23-17x65 EPDM Hs40,1.00000000,850.00000000
HPI,3J00000287,1,PHPJH0003P,L-HOSE 40° PARTS SET,10,2,HB02790100-01,HP-60~120 UL HOSE CLIP 25MM for Hs40 L-H,1.00000000,850.00000000
HPI,3J00000287,1,PHPJH0003P,L-HOSE 40° PARTS SET,10,3,BI00000400,VINYL # 4 (0.03 x 90x 170mm),1.00000000,850.00000000
HPI,3J00000287,1,PHPJH0003P,L-HOSE 40° PARTS SET,10,4,HB02490100-01A,AIR PUMP HOSE CLIP 24MM for L-HOSE,1.00000000,850.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,1,FM03280920,200HP FRAME SUPERDYMA w/ M4 TAP,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,2,NE05850A30,FE+PAN 5*85 TAPPING TRIVALENT WHITE,6.00000000,648.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,3,WA05090210,M5 SPRING WASHER (trivalent),6.00000000,648.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,4,CG00300401-01,co)HP FRAME LEAD BUSHING D13,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,5,SR100529A3,Spacer 10-5-30 ROHS,6.00000000,648.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,6,EM1668103P,200HP EM070*810T 2P (P),1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,7,EM1668104P,200HP EM070*810T P3P (P),1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,8,NT05090110,M5 NUT (trivalent),6.00000000,648.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,9,HD01500100-07A,FRAME STAY BSP T2,2.00000000,216.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,10,NE041205A0,M4X12 P=2 (trivalent),4.00000000,432.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,11,CS09700102-02,xx)co)200HP CASING A PBT,2.00000000,216.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,12,CS09700112,xx)co)200HP CASING B PBT w/o INSERT NUT,2.00000000,216.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,13,NE041014A0,M4x10 DELTA PT +PAN HEAD (trivalent whit,10.00000000,1080.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,14,VV02200200-03,xx)co)kp)120GJH AIR VALVE,8.00000000,864.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,15,VC06400100-02A,200HP VALVE COVER GASKET,2.00000000,216.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,16,NE052510A1,M5X25 P=3 (trivalent),8.00000000,864.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,17,DFB9451002,200HP Diaphragm w/ CS A'ssy,2.00000000,216.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,18,DR09850100-03,HP-200 DIAPHRAGM RING,2.00000000,216.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,19,RDB7000401-01A,HP-150/200 ROD MAGNETIZED,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,20,MA01000410-02,co)120HP GAP ADJUSTER TYPE KP-002,2.00000000,216.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,21,NT04090340-B,M4 LEAD LOCK NUT (trivalent) (P),4.00000000,432.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,22,WA04090110-B,M4xD10x0.8 PLAIN WASHER (trivalent) (P),4.00000000,432.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,23,DK00600400-02,V.C.R type D,4.00000000,432.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,24,NE051210A1,M5X12 HEXAGON w/SMALL WASHER (trivalent),7.00000000,756.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,25,NI20080305-01,200HP PARTITION BOARD UL w/Earth mark,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,26,CG00900100-02,120HP LEAD BUSHING D9 EPT,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,27,HS20020007-05,xx)co)HP-150/200 LOWER HOUSING (STD. gre,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,28,LK1400041P,xx)co)200HP L-TUBE Hs60,2.00000000,216.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,29,HB0179010P-01,HP-60~200 HOSE CLIP 17.5mm for L-TUBE (P,2.00000000,216.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,30,NP02001000,200HP PARTITION GASKET t2 (E-4388),1.00000000,109.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,31,FI12000250,120HP SOUND ABSORBER FILTER t13 FS-6500,2.00000000,216.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,32,GK02000110,co)RUBBER FOOT 20x5.5x12 EPT Hs40,4.00000000,432.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,33,NT05000200,CS PUSH NUT M5,4.00000000,432.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,34,ECB750300SU,POWER CORD A'ssy Type C GROUND WIRE sepa,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,35,SWB0304010,HP-60/80/150/200/LL SR SWITCH A UL/CE,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,36,NE041214A0,M4x12 DELTA PT +BINDING HEAD (stainless,4.00000000,432.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,37,JH00701000,SILICONE RUBBER TUBE D10-7 100m/ROLL,0.01000000,1.08000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,38,NE04081941-B,M4X8 P=3 BS EARTH SCREW,3.00000000,324.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,39,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,40,QN09000200-00,200HP SOUND ABSORBING NET TFC-NP 90x305x,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,41,HU20021007,"xx)co)HP-200 UPPER HOUSING (M6, green)",1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,42,FB02000020-01,xx)co)HP-80 FILTER BUSH (ABS),1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,43,FCB1201101,HP-100/200 FILTER COVER (ABS) w/ FILTER,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,44,NE052010A4-B,M5X20 P=3 HEXAGON BLACK (trivalent),4.00000000,432.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,45,FI12000150-02B,120HP FILTER(PS/600),1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,46,NE06300930,M6x30 +TRUSS HEAD SUS,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,47,AC20001300-01,xx)co)RATING LABEL (CE),1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,48,LV20009200,HP-200 TTC LABEL,1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,49,LV00610500,xx)co)WARNING LABEL (RED),1.00000000,108.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,50,DB12002400,co)HP-100/200 OUTER BOX,1.00000000,109.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,51,DB12002310-01,HP-100 UPPER PAD,1.00000000,113.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,52,DB12002202-02,120HP SIDE PAD for OUTER BOX,2.00000000,222.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,53,DB12002203,HP-120 BOTTOM PAD,1.00000000,109.00000000
HPI,3J00000296,1,200HP4610P,HP-200-GE,10,54,AC19001200-01B,RATING LABEL 61x41(BLANK),1.00000000,108.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,1,FM03270900-01,80HP FRAME ZAM w/ M4 TAP 16.2,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,2,NE047001A0,M4X70 FE,6.00000000,2808.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,3,CG00300401-01,co)HP FRAME LEAD BUSHING D13,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,4,DK00600300-01,co)V.C.R. TYPE B2,4.00000000,1872.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,5,SR08051701,SPACER 8-5-17 (HP-80),6.00000000,2808.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,6,EM1660413P,60HP EM0.55*1205T 2P,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,7,EM1660414P,60HP EM0.55*1205T P3P,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,8,LV06009200,HP-60 TTC LABEL,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,9,NT04090410,NUT M4 typeII (trivalent),6.00000000,2808.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,10,DFB6602001,HP-80 DF BLOCK,2.00000000,936.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,11,WA04090110-B,M4xD10x0.8 PLAIN WASHER (trivalent) (P),2.00000000,936.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,12,NT04090340-B,M4 LEAD LOCK NUT (trivalent) (P),2.00000000,936.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,13,RDB4600400,80HP MAGNETIZED FERRITE ROD,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,14,CSB6401012,HP-60/80 CASING BLOCK,2.00000000,936.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,15,NE042005A0,M4X20 P=2 (trivalent),8.00000000,3744.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,16,NI08070125-01,80HP PARTITION BOARD ZAM w/Earth mark,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,17,CG00900100-02,120HP LEAD BUSHING D9 EPT,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,18,LK14000200,xx)co)80HP L-TUBE Hs60,2.00000000,936.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,19,HB0179010P-01,HP-60~200 HOSE CLIP 17.5mm for L-TUBE (P,2.00000000,936.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,20,NP03000800-09,xx)co)80HP PARTITION GASKET,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,21,NE051210A1,M5X12 HEXAGON w/SMALL WASHER (trivalent),6.00000000,2808.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,22,HS08010007-04,"xx)co)HP-60/80 LOWER HOUSING (STD, green",1.00000000,469.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,23,GK02000110,co)RUBBER FOOT 20x5.5x12 EPT Hs40,4.00000000,1872.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,24,NT05000200,CS PUSH NUT M5,4.00000000,1872.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,25,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,26,NE04081941-B,M4X8 P=3 BS EARTH SCREW,3.00000000,1404.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,27,SWB0304010,HP-60/80/150/200/LL SR SWITCH A UL/CE,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,28,NE041214A0,M4x12 DELTA PT +BINDING HEAD (stainless,4.00000000,1872.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,29,FCB8002100,80HP FILTER COVER A'ssy (ABS) w/ BUSH an,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,30,JH00701000,SILICONE RUBBER TUBE D10-7 100m/ROLL,0.01000000,4.68000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,31,ECB750300MC,POWER CORD A'ssy Type C GROUND WIRE sepa,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,32,NE06300930,M6x30 +TRUSS HEAD SUS,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,33,HU06010027-02,"xx)co)HP-60 UPPER HOUSING (M6 TAP, green",1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,34,LV00610500,xx)co)WARNING LABEL (RED),1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,35,QN08000210-03,co)80HP SOUND ABSORBING NET FUJIRON5000Q,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,36,NE052010A4-B,M5X20 P=3 HEXAGON BLACK (trivalent),4.00000000,1872.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,37,AC20001300-01,xx)co)RATING LABEL (CE),1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,38,JHB1826501,L-HOSE SET (60),1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,39,KAB8028000,HP MANUAL CE2 SET SR,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,40,DB08004560,co)HP-80 BOX(ENGLISH BOX),1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,41,DB08004501-01,HP-80 UPPER PAD,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,42,DB08004403,HP-80 BOTTOM PAD,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,43,FI08000150,80HP FILTER t14 PS/400,1.00000000,468.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,44,DB04002622-01,HP-30~80 SIDE PAD,2.00000000,936.00000000
HPI,3J00000297,1,60HP40076P,HP-60-S6900,10,45,AC19001200-01B,RATING LABEL 61x41(BLANK),1.00000000,468.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,2,RC07510100,INSULATION WIRE H-HVSF 0.75 WHITE 500m/R,0.16500000,2.47500000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,3,RC07510900,INSULATION WIRE SHR-VSF0.75 YELLOW ROLL,0.17000000,2.55000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,4,RC07511250,80FP INSULATION WIRE SHR-VSF0.75 185mm B,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,5,CG00300500-02A,05CB LEAD BUSHING EPDM Hs60,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,6,JH00701000,SILICONE RUBBER TUBE D10-7 100m/ROLL,0.01000000,0.15000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,7,NE044014A0-B,M4x40 DELTA PT +BINDING HEAD (trivalent,8.00000000,120.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,8,SW01000510,co)80FP SWITCH BASE,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,9,SW01000520-01A,80FP SWITCH SLIDE,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,10,SW01000401,MICRO SWITCH TYPE SS-10 OMRON INDONESIA,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,11,NE021207A0,M2.3X12 B-TITE TAPPING FE+PAN(trivalent),2.00000000,30.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,12,NE041214A0,M4x12 DELTA PT +BINDING HEAD (stainless,2.00000000,30.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,13,DFB660050P,NT DIAPHRAGM BLOCK t2.5,2.00000000,30.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,14,RDB4200700,CP-80W ROD [MAGNETIZED],1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,15,DR06400400-01A,80CW DF RING 63.5-60.2 6NYLON GF15%,2.00000000,30.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,16,WA04090110-B,M4xD10x0.8 PLAIN WASHER (trivalent) (P),2.00000000,30.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,17,CSB640061P,FP 60/80 CASING BLOCK (P),2.00000000,30.00000000
